Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,35,C0,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,37,00,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,37,00,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,37,00,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,37,00,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
0,000007E8,false,Rx,0,8,10,09,61,22,00,35,C0,00
0,000007E8,false,Rx,0,8,21,00,00,00,00,00,00,00
0,000007E8,false,Rx,0,8,04,61,E1,01,01,00,00,00
